Station_Name,Date,Year,Month,Month_Name,Season,City,State,City_Tier,Latitude,Longitude,AQI,AQI_Bucket,AQI_Risk_Level,AQI_Improvement_Rate,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,Prominent_Pollutant,PM25_Standard_Exceeded,PM10_Standard_Exceeded,BOD,DO,pH,Coliform_Count,Fecal_Coliform,Total_Coliform,Water_Contamination_Index,Water_Quality_Status,Water_Body_Type,River_Name,BOD_Standard_Exceeded,DO_Standard_Below,All_Vehicles,Vehicular_Emission,Adjusted_Vehicular_Emission,Veh_Reduction_Pct,Vehicular_Emission_Reduction_Scenario,Industry_Name,Industry_Sector,CO2_Emissions,SO2_Emissions,NOx_Emissions,Total_Industrial_Emission,Industry_Emission_Rank,Population_Density,GDP_Cr,Pollution_per_Capita,Pollution_vs_GDP_Ratio,Public_Transport_Usage_Percent,NCAP_Flag,River_Pollution_Rank,Relative_Humidity_Pct,Temperature_C,Scenario_Label
"Bandra, Mumbai - MPCB",6/8/2018,2018,6,Jun,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,86,Satisfactory,Low,0.32,17.79,47.52,21.6,12.87,53.24,10.38,1.26,26.8,38.99,0.63,0,0,PM10,No,No,10.84,4.485,7.335,285,81,1025.5,3.95,Heavily Polluted,River,Ulhas,Yes,No,10243907.5,9151971.5,10243907.5,20,Baseline,Petrochemical,Manufacturing,120322,206.5,250,118369.5,2,22517.5,23622295,5.175,0.0049335,53.5,No,3.5,48,15.05,Scenario-Base
"Bandra, Mumbai - MPCB",6/9/2018,2018,6,Jun,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,72,Satisfactory,Low,0.32,19.26,47.52,21.6,12.87,95.53,10.38,1.43,30.11,42.27,0.51,0,0,PM10,No,No,10.84,4.485,7.335,285,81,1025.5,3.95,Heavily Polluted,River,Ulhas,Yes,No,10243907.5,9151971.5,10243907.5,20,Baseline,Petrochemical,Manufacturing,120322,206.5,250,118369.5,2,22517.5,23622295,5.175,0.0049335,53.5,No,3.5,48,15.05,Scenario-Base
"Bandra, Mumbai - MPCB",6/10/2018,2018,6,Jun,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,65,Satisfactory,Low,0.32,6.2,47.52,21.6,12.87,17.43,10.38,1.04,26.72,45.84,0.27,0,0,PM10,No,No,10.84,4.485,7.335,285,81,1025.5,3.95,Heavily Polluted,River,Ulhas,Yes,No,10243907.5,9151971.5,10243907.5,20,Baseline,Petrochemical,Manufacturing,120322,206.5,250,118369.5,2,22517.5,23622295,5.175,0.0049335,53.5,No,3.5,48,15.05,Scenario-Base
"Bandra, Mumbai - MPCB",6/11/2018,2018,6,Jun,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,55,Satisfactory,Low,0.32,12.89,47.52,21.6,12.87,17.48,10.38,1,26.73,41.42,0.29,0,0,PM10,No,No,10.84,4.485,7.335,285,81,1025.5,3.95,Heavily Polluted,River,Ulhas,Yes,No,10243907.5,9151971.5,10243907.5,20,Baseline,Petrochemical,Manufacturing,120322,206.5,250,118369.5,2,22517.5,23622295,5.175,0.0049335,53.5,No,3.5,48,15.05,Scenario-Base
"Bandra, Mumbai - MPCB",6/12/2018,2018,6,Jun,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,56,Satisfactory,Low,0.32,18.02,47.52,21.6,12.87,21.61,10.38,1.05,26.76,45.42,0.37,0,0,PM10,No,No,10.84,4.485,7.335,285,81,1025.5,3.95,Heavily Polluted,River,Ulhas,Yes,No,10243907.5,9151971.5,10243907.5,20,Baseline,Petrochemical,Manufacturing,120322,206.5,250,118369.5,2,22517.5,23622295,5.175,0.0049335,53.5,No,3.5,48,15.05,Scenario-Base
"Bandra, Mumbai - MPCB",6/13/2018,2018,6,Jun,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,56,Satisfactory,Low,0.32,16.97,47.52,21.6,12.87,24.16,10.38,1.03,24.88,41.43,16.24,0,0,PM10,No,No,10.84,4.485,7.335,285,81,1025.5,3.95,Heavily Polluted,River,Ulhas,Yes,No,10243907.5,9151971.5,10243907.5,20,Baseline,Petrochemical,Manufacturing,120322,206.5,250,118369.5,2,22517.5,23622295,5.175,0.0049335,53.5,No,3.5,48,15.05,Scenario-Base
"Bandra, Mumbai - MPCB",6/14/2018,2018,6,Jun,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,59,Satisfactory,Low,0.32,19.16,47.52,21.6,12.87,33.52,10.38,1.05,21.68,36.74,0.43,0,0,PM10,No,No,10.84,4.485,7.335,285,81,1025.5,3.95,Heavily Polluted,River,Ulhas,Yes,No,10243907.5,9151971.5,10243907.5,20,Baseline,Petrochemical,Manufacturing,120322,206.5,250,118369.5,2,22517.5,23622295,5.175,0.0049335,53.5,No,3.5,48,15.05,Scenario-Base
"Bandra, Mumbai - MPCB",6/15/2018,2018,6,Jun,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,77,Satisfactory,Low,0.32,19.64,47.52,21.6,12.87,42.76,10.38,1.1,22.22,33.69,0.24,0,0,PM10,No,No,10.84,4.485,7.335,285,81,1025.5,3.95,Heavily Polluted,River,Ulhas,Yes,No,10243907.5,9151971.5,10243907.5,20,Baseline,Petrochemical,Manufacturing,120322,206.5,250,118369.5,2,22517.5,23622295,5.175,0.0049335,53.5,No,3.5,48,15.05,Scenario-Base
"Bandra, Mumbai - MPCB",6/16/2018,2018,6,Jun,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,101,Moderate,Moderate,0.32,17.02,57.08,21.6,12.87,106,10.38,1.44,29.82,32.68,0.71,0,0,PM10,No,No,10.84,4.485,7.335,285,81,1025.5,3.95,Heavily Polluted,River,Ulhas,Yes,No,10243907.5,9151971.5,10243907.5,20,Baseline,Petrochemical,Manufacturing,120322,206.5,250,118369.5,2,22517.5,23622295,5.175,0.0049335,53.5,No,3.5,48,15.05,Scenario-Base
"Bandra, Mumbai - MPCB",6/17/2018,2018,6,Jun,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,118,Moderate,Moderate,0.32,16.94,70.7,21.6,12.87,111.55,10.38,1.52,23.46,29.05,0.59,0,0,PM10,No,No,10.84,4.485,7.335,285,81,1025.5,3.95,Heavily Polluted,River,Ulhas,Yes,No,10243907.5,9151971.5,10243907.5,20,Baseline,Petrochemical,Manufacturing,120322,206.5,250,118369.5,2,22517.5,23622295,5.175,0.0049335,53.5,No,3.5,48,15.05,Scenario-Base
"Bandra, Mumbai - MPCB",6/18/2018,2018,6,Jun,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,125,Moderate,Moderate,0.32,10.87,31.4,30.83,20.73,74.79,10.38,1.45,24.73,30.8,1.04,0,0,PM10,No,No,10.84,4.485,7.335,285,81,1025.5,3.95,Heavily Polluted,River,Ulhas,Yes,No,10243907.5,9151971.5,10243907.5,20,Baseline,Petrochemical,Manufacturing,120322,206.5,250,118369.5,2,22517.5,23622295,5.175,0.0049335,53.5,No,3.5,48,15.05,Scenario-Base
"Bandra, Mumbai - MPCB",6/19/2018,2018,6,Jun,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,88,Satisfactory,Low,0.32,15.87,43.53,30.34,27.43,57.08,10.38,1.4,20.43,35.72,0.75,0,0,PM10,No,No,10.84,4.485,7.335,285,81,1025.5,3.95,Heavily Polluted,River,Ulhas,Yes,No,10243907.5,9151971.5,10243907.5,20,Baseline,Petrochemical,Manufacturing,120322,206.5,250,118369.5,2,22517.5,23622295,5.175,0.0049335,53.5,No,3.5,48,15.05,Scenario-Base
"Bandra, Mumbai - MPCB",6/20/2018,2018,6,Jun,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,82,Satisfactory,Low,0.32,25.71,97.45,34.53,19.74,54.28,10.38,1.42,19.86,39.04,0.51,0,0,PM10,No,No,10.84,4.485,7.335,285,81,1025.5,3.95,Heavily Polluted,River,Ulhas,Yes,No,10243907.5,9151971.5,10243907.5,20,Baseline,Petrochemical,Manufacturing,120322,206.5,250,118369.5,2,22517.5,23622295,5.175,0.0049335,53.5,No,3.5,48,15.05,Scenario-Base
"Bandra, Mumbai - MPCB",6/21/2018,2018,6,Jun,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,71,Satisfactory,Low,0.32,22.86,82.67,12.38,9.35,21.72,10.38,1.15,17.32,40.96,0.39,0,0,PM10,No,No,10.84,4.485,7.335,285,81,1025.5,3.95,Heavily Polluted,River,Ulhas,Yes,No,10243907.5,9151971.5,10243907.5,20,Baseline,Petrochemical,Manufacturing,120322,206.5,250,118369.5,2,22517.5,23622295,5.175,0.0049335,53.5,No,3.5,48,15.05,Scenario-Base
"Bandra, Mumbai - MPCB",6/22/2018,2018,6,Jun,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,75,Satisfactory,Low,0.32,18.09,70.66,11.86,8,19.87,10.38,1.19,18.99,44.93,0.63,0,0,PM10,No,No,10.84,4.485,7.335,285,81,1025.5,3.95,Heavily Polluted,River,Ulhas,Yes,No,10243907.5,9151971.5,10243907.5,20,Baseline,Petrochemical,Manufacturing,120322,206.5,250,118369.5,2,22517.5,23622295,5.175,0.0049335,53.5,No,3.5,48,15.05,Scenario-Base
"Bandra, Mumbai - MPCB",6/23/2018,2018,6,Jun,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,89,Satisfactory,Low,0.32,17.52,61.23,41.22,22.69,63.92,10.38,1.45,20.7,35.33,0.69,0,0,PM10,No,No,10.84,4.485,7.335,285,81,1025.5,3.95,Heavily Polluted,River,Ulhas,Yes,No,10243907.5,9151971.5,10243907.5,20,Baseline,Petrochemical,Manufacturing,120322,206.5,250,118369.5,2,22517.5,23622295,5.175,0.0049335,53.5,No,3.5,48,15.05,Scenario-Base
"Bandra, Mumbai - MPCB",6/24/2018,2018,6,Jun,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,91,Satisfactory,Low,0.32,10.53,41.27,28.12,21.7,49.82,10.38,1.35,19.23,38.32,0.51,0,0,PM10,No,No,10.84,4.485,7.335,285,81,1025.5,3.95,Heavily Polluted,River,Ulhas,Yes,No,10243907.5,9151971.5,10243907.5,20,Baseline,Petrochemical,Manufacturing,120322,206.5,250,118369.5,2,22517.5,23622295,5.175,0.0049335,53.5,No,3.5,48,15.05,Scenario-Base
"Bandra, Mumbai - MPCB",6/25/2018,2018,6,Jun,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,77,Satisfactory,Low,0.32,13.38,55.71,13.15,9.81,22.96,10.38,1.19,18.61,48.68,0.36,0,0,PM10,No,No,10.84,4.485,7.335,285,81,1025.5,3.95,Heavily Polluted,River,Ulhas,Yes,No,10243907.5,9151971.5,10243907.5,20,Baseline,Petrochemical,Manufacturing,120322,206.5,250,118369.5,2,22517.5,23622295,5.175,0.0049335,53.5,No,3.5,48,15.05,Scenario-Base
"Bandra, Mumbai - MPCB",6/26/2018,2018,6,Jun,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,68,Satisfactory,Low,0.32,22.06,75.33,14.66,7.29,21.95,10.38,1.17,18.95,33.79,0.39,0,0,PM10,No,No,10.84,4.485,7.335,285,81,1025.5,3.95,Heavily Polluted,River,Ulhas,Yes,No,10243907.5,9151971.5,10243907.5,20,Baseline,Petrochemical,Manufacturing,120322,206.5,250,118369.5,2,22517.5,23622295,5.175,0.0049335,53.5,No,3.5,48,15.05,Scenario-Base
"Bandra, Mumbai - MPCB",6/27/2018,2018,6,Jun,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,72,Satisfactory,Low,0.32,18.54,71,12.86,14.83,24.8,10.38,1.21,19.25,34.73,0.33,0,0,PM10,No,No,10.84,4.485,7.335,285,81,1025.5,3.95,Heavily Polluted,River,Ulhas,Yes,No,10243907.5,9151971.5,10243907.5,20,Baseline,Petrochemical,Manufacturing,120322,206.5,250,118369.5,2,22517.5,23622295,5.175,0.0049335,53.5,No,3.5,48,15.05,Scenario-Base
"Bandra, Mumbai - MPCB",6/28/2018,2018,6,Jun,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,80,Satisfactory,Low,0.32,19.38,56.8,37.79,29.81,66.97,10.38,1.4,19.79,31.45,0.66,0,0,PM10,No,No,10.84,4.485,7.335,285,81,1025.5,3.95,Heavily Polluted,River,Ulhas,Yes,No,10243907.5,9151971.5,10243907.5,20,Baseline,Petrochemical,Manufacturing,120322,206.5,250,118369.5,2,22517.5,23622295,5.175,0.0049335,53.5,No,3.5,48,15.05,Scenario-Base
"Bandra, Mumbai - MPCB",6/29/2018,2018,6,Jun,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,109,Moderate,Moderate,0.32,18.39,67.13,58.8,23.55,82.36,10.38,1.72,20.16,34.69,1.02,0,0,PM10,No,No,10.84,4.485,7.335,285,81,1025.5,3.95,Heavily Polluted,River,Ulhas,Yes,No,10243907.5,9151971.5,10243907.5,20,Baseline,Petrochemical,Manufacturing,120322,206.5,250,118369.5,2,22517.5,23622295,5.175,0.0049335,53.5,No,3.5,48,15.05,Scenario-Base
"Bandra, Mumbai - MPCB",6/30/2018,2018,6,Jun,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,78,Satisfactory,Low,0.32,16.59,66.72,28.83,20.94,49.77,10.38,1.49,16.63,28.51,0.62,0,0,PM10,No,No,10.84,4.485,7.335,285,81,1025.5,3.95,Heavily Polluted,River,Ulhas,Yes,No,10243907.5,9151971.5,10243907.5,20,Baseline,Petrochemical,Manufacturing,120322,206.5,250,118369.5,2,22517.5,23622295,5.175,0.0049335,53.5,No,3.5,48,15.05,Scenario-Base
"Bandra, Mumbai - MPCB",7/1/2018,2018,7,Jul,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,88,Satisfactory,Low,8.89,13,48.23,28.19,21.22,49.41,11.02,1.49,19.4,22.08,0.82,0,0,PM10,No,No,11.8,3.55,7.32,427,84,221,4.15,Heavily Polluted,River,Ulhas,Yes,Yes,10268023,8935657,10268023,20,Baseline,Petrochemical,Manufacturing,120322,211,223,120826,4,22669,23622295,5.33,0.005115,47,No,4,56,19.2,Scenario-Base
"Bandra, Mumbai - MPCB",7/2/2018,2018,7,Jul,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,77,Satisfactory,Low,8.89,13.78,48.89,30.97,22.09,53.06,11.02,1.37,15.46,22.38,0.55,0,0,PM10,No,No,11.8,3.55,7.32,427,84,221,4.15,Heavily Polluted,River,Ulhas,Yes,Yes,10268023,8935657,10268023,20,Baseline,Petrochemical,Manufacturing,120322,211,223,120826,4,22669,23622295,5.33,0.005115,47,No,4,56,19.2,Scenario-Base
"Bandra, Mumbai - MPCB",7/3/2018,2018,7,Jul,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,89,Satisfactory,Low,8.89,18.5,65.24,37.75,25.39,63.13,11.02,1.49,18.02,26.45,0.54,0,0,PM10,No,No,11.8,3.55,7.32,427,84,221,4.15,Heavily Polluted,River,Ulhas,Yes,Yes,10268023,8935657,10268023,20,Baseline,Petrochemical,Manufacturing,120322,211,223,120826,4,22669,23622295,5.33,0.005115,47,No,4,56,19.2,Scenario-Base
"Bandra, Mumbai - MPCB",7/4/2018,2018,7,Jul,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,75,Satisfactory,Low,8.89,14.71,52.86,11.34,13.29,24.63,11.02,1.17,15.13,29.09,0.27,0,0,PM10,No,No,11.8,3.55,7.32,427,84,221,4.15,Heavily Polluted,River,Ulhas,Yes,Yes,10268023,8935657,10268023,20,Baseline,Petrochemical,Manufacturing,120322,211,223,120826,4,22669,23622295,5.33,0.005115,47,No,4,56,19.2,Scenario-Base
"Bandra, Mumbai - MPCB",7/5/2018,2018,7,Jul,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,68,Satisfactory,Low,8.89,14.11,73.45,11.07,13.32,24.39,11.02,1.19,13.5,27.65,0.5,0,0,PM10,No,No,11.8,3.55,7.32,427,84,221,4.15,Heavily Polluted,River,Ulhas,Yes,Yes,10268023,8935657,10268023,20,Baseline,Petrochemical,Manufacturing,120322,211,223,120826,4,22669,23622295,5.33,0.005115,47,No,4,56,19.2,Scenario-Base
"Bandra, Mumbai - MPCB",7/6/2018,2018,7,Jul,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,72,Satisfactory,Low,8.89,14.53,70.33,10.98,15.53,26.52,11.02,1.17,12.65,26.26,0.41,0,0,PM10,No,No,11.8,3.55,7.32,427,84,221,4.15,Heavily Polluted,River,Ulhas,Yes,Yes,10268023,8935657,10268023,20,Baseline,Petrochemical,Manufacturing,120322,211,223,120826,4,22669,23622295,5.33,0.005115,47,No,4,56,19.2,Scenario-Base
"Bandra, Mumbai - MPCB",7/7/2018,2018,7,Jul,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,73,Satisfactory,Low,8.89,12.84,56.35,17.38,22.11,38.35,11.02,1.27,12.79,28.19,0.4,0,0,PM10,No,No,11.8,3.55,7.32,427,84,221,4.15,Heavily Polluted,River,Ulhas,Yes,Yes,10268023,8935657,10268023,20,Baseline,Petrochemical,Manufacturing,120322,211,223,120826,4,22669,23622295,5.33,0.005115,47,No,4,56,19.2,Scenario-Base
"Bandra, Mumbai - MPCB",7/8/2018,2018,7,Jul,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,74,Satisfactory,Low,8.89,14.02,52.98,36.66,35.28,28.48,11.02,1.41,11.48,17.41,0.56,0,0,PM10,No,No,11.8,3.55,7.32,427,84,221,4.15,Heavily Polluted,River,Ulhas,Yes,Yes,10268023,8935657,10268023,20,Baseline,Petrochemical,Manufacturing,120322,211,223,120826,4,22669,23622295,5.33,0.005115,47,No,4,56,19.2,Scenario-Base
"Bandra, Mumbai - MPCB",7/9/2018,2018,7,Jul,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,66,Satisfactory,Low,8.89,12.96,38.84,48.72,32.45,130.77,11.02,1.52,17.77,24.24,0.62,0,0,PM10,No,No,11.8,3.55,7.32,427,84,221,4.15,Heavily Polluted,River,Ulhas,Yes,Yes,10268023,8935657,10268023,20,Baseline,Petrochemical,Manufacturing,120322,211,223,120826,4,22669,23622295,5.33,0.005115,47,No,4,56,19.2,Scenario-Base
"Bandra, Mumbai - MPCB",7/10/2018,2018,7,Jul,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,66,Satisfactory,Low,8.89,12.8,46.86,13.53,19.41,32.94,11.02,1.19,14.35,34.86,0.74,0,0,PM10,No,No,11.8,3.55,7.32,427,84,221,4.15,Heavily Polluted,River,Ulhas,Yes,Yes,10268023,8935657,10268023,20,Baseline,Petrochemical,Manufacturing,120322,211,223,120826,4,22669,23622295,5.33,0.005115,47,No,4,56,19.2,Scenario-Base
"Bandra, Mumbai - MPCB",7/11/2018,2018,7,Jul,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,67,Satisfactory,Low,8.89,18.15,71.77,10.39,16.33,26.73,11.02,1.17,14.69,27.8,0.42,0,0,PM10,No,No,11.8,3.55,7.32,427,84,221,4.15,Heavily Polluted,River,Ulhas,Yes,Yes,10268023,8935657,10268023,20,Baseline,Petrochemical,Manufacturing,120322,211,223,120826,4,22669,23622295,5.33,0.005115,47,No,4,56,19.2,Scenario-Base
"Bandra, Mumbai - MPCB",7/12/2018,2018,7,Jul,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,68,Satisfactory,Low,8.89,15.31,69.04,10.59,16.32,26.92,11.02,1.16,12.03,24.34,0.5,0,0,PM10,No,No,11.8,3.55,7.32,427,84,221,4.15,Heavily Polluted,River,Ulhas,Yes,Yes,10268023,8935657,10268023,20,Baseline,Petrochemical,Manufacturing,120322,211,223,120826,4,22669,23622295,5.33,0.005115,47,No,4,56,19.2,Scenario-Base
"Bandra, Mumbai - MPCB",7/13/2018,2018,7,Jul,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,72,Satisfactory,Low,8.89,14.72,82.21,11.01,17.39,28.4,11.02,1.23,11.33,25.82,0.5,0,0,PM10,No,No,11.8,3.55,7.32,427,84,221,4.15,Heavily Polluted,River,Ulhas,Yes,Yes,10268023,8935657,10268023,20,Baseline,Petrochemical,Manufacturing,120322,211,223,120826,4,22669,23622295,5.33,0.005115,47,No,4,56,19.2,Scenario-Base
"Bandra, Mumbai - MPCB",7/14/2018,2018,7,Jul,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,84,Satisfactory,Low,8.89,19.26,93.35,10.72,16.22,26.96,11.02,1.2,11.48,26.07,1.25,0,0,PM10,No,No,11.8,3.55,7.32,427,84,221,4.15,Heavily Polluted,River,Ulhas,Yes,Yes,10268023,8935657,10268023,20,Baseline,Petrochemical,Manufacturing,120322,211,223,120826,4,22669,23622295,5.33,0.005115,47,No,4,56,19.2,Scenario-Base
"Bandra, Mumbai - MPCB",7/15/2018,2018,7,Jul,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,60,Satisfactory,Low,8.89,13.43,89.58,9.86,15.37,25.24,11.02,1.16,11.5,33.28,0.58,0,0,PM10,No,No,11.8,3.55,7.32,427,84,221,4.15,Heavily Polluted,River,Ulhas,Yes,Yes,10268023,8935657,10268023,20,Baseline,Petrochemical,Manufacturing,120322,211,223,120826,4,22669,23622295,5.33,0.005115,47,No,4,56,19.2,Scenario-Base
"Bandra, Mumbai - MPCB",7/16/2018,2018,7,Jul,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,69,Satisfactory,Low,8.89,15.67,77.37,10.53,16.43,26.96,11.02,1.17,11.43,30.01,0.46,0,0,PM10,No,No,11.8,3.55,7.32,427,84,221,4.15,Heavily Polluted,River,Ulhas,Yes,Yes,10268023,8935657,10268023,20,Baseline,Petrochemical,Manufacturing,120322,211,223,120826,4,22669,23622295,5.33,0.005115,47,No,4,56,19.2,Scenario-Base
"Bandra, Mumbai - MPCB",7/17/2018,2018,7,Jul,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,80,Satisfactory,Low,8.89,16.43,72.12,10.75,16.38,27.14,11.02,1.22,11.99,28.73,0.52,0,0,PM10,No,No,11.8,3.55,7.32,427,84,221,4.15,Heavily Polluted,River,Ulhas,Yes,Yes,10268023,8935657,10268023,20,Baseline,Petrochemical,Manufacturing,120322,211,223,120826,4,22669,23622295,5.33,0.005115,47,No,4,56,19.2,Scenario-Base
"Bandra, Mumbai - MPCB",7/18/2018,2018,7,Jul,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,70,Satisfactory,Low,8.89,23.32,60.58,9.09,17.66,26.75,11.02,1.25,11.67,25.99,0.67,0,0,PM10,No,No,11.8,3.55,7.32,427,84,221,4.15,Heavily Polluted,River,Ulhas,Yes,Yes,10268023,8935657,10268023,20,Baseline,Petrochemical,Manufacturing,120322,211,223,120826,4,22669,23622295,5.33,0.005115,47,No,4,56,19.2,Scenario-Base
"Bandra, Mumbai - MPCB",7/19/2018,2018,7,Jul,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,82,Satisfactory,Low,8.89,46.76,73.6,4.55,14.7,19.23,11.02,1.2,9.71,24.56,0.72,0,0,PM10,No,No,11.8,3.55,7.32,427,84,221,4.15,Heavily Polluted,River,Ulhas,Yes,Yes,10268023,8935657,10268023,20,Baseline,Petrochemical,Manufacturing,120322,211,223,120826,4,22669,23622295,5.33,0.005115,47,No,4,56,19.2,Scenario-Base
"Bandra, Mumbai - MPCB",7/20/2018,2018,7,Jul,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,70,Satisfactory,Low,8.89,16.52,67.74,10.53,18.31,28.85,11.02,1.24,11.57,27.49,0.71,0,0,PM10,No,No,11.8,3.55,7.32,427,84,221,4.15,Heavily Polluted,River,Ulhas,Yes,Yes,10268023,8935657,10268023,20,Baseline,Petrochemical,Manufacturing,120322,211,223,120826,4,22669,23622295,5.33,0.005115,47,No,4,56,19.2,Scenario-Base
"Bandra, Mumbai - MPCB",7/21/2018,2018,7,Jul,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,66,Satisfactory,Low,8.89,15,65.59,10.13,16.98,27.11,11.02,1.04,12.14,29.34,0.6,0,0,PM10,No,No,11.8,3.55,7.32,427,84,221,4.15,Heavily Polluted,River,Ulhas,Yes,Yes,10268023,8935657,10268023,20,Baseline,Petrochemical,Manufacturing,120322,211,223,120826,4,22669,23622295,5.33,0.005115,47,No,4,56,19.2,Scenario-Base
"Bandra, Mumbai - MPCB",7/22/2018,2018,7,Jul,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,62,Satisfactory,Low,8.89,15.37,58.9,10.26,16.35,26.61,11.02,1.02,11.8,24.89,0.74,0,0,PM10,No,No,11.8,3.55,7.32,427,84,221,4.15,Heavily Polluted,River,Ulhas,Yes,Yes,10268023,8935657,10268023,20,Baseline,Petrochemical,Manufacturing,120322,211,223,120826,4,22669,23622295,5.33,0.005115,47,No,4,56,19.2,Scenario-Base
"Bandra, Mumbai - MPCB",7/23/2018,2018,7,Jul,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,63,Satisfactory,Low,8.89,14.24,56.91,11.01,17.29,28.31,11.02,1.07,11.66,26.77,0.24,0,0,PM10,No,No,11.8,3.55,7.32,427,84,221,4.15,Heavily Polluted,River,Ulhas,Yes,Yes,10268023,8935657,10268023,20,Baseline,Petrochemical,Manufacturing,120322,211,223,120826,4,22669,23622295,5.33,0.005115,47,No,4,56,19.2,Scenario-Base
"Bandra, Mumbai - MPCB",7/24/2018,2018,7,Jul,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,61,Satisfactory,Low,8.89,15.24,53.79,13.13,16.18,29.31,11.02,1.1,13.08,18.72,0.51,0,0,PM10,No,No,11.8,3.55,7.32,427,84,221,4.15,Heavily Polluted,River,Ulhas,Yes,Yes,10268023,8935657,10268023,20,Baseline,Petrochemical,Manufacturing,120322,211,223,120826,4,22669,23622295,5.33,0.005115,47,No,4,56,19.2,Scenario-Base
"Bandra, Mumbai - MPCB",7/25/2018,2018,7,Jul,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,61,Satisfactory,Low,8.89,16.28,54.45,12.84,14.54,27.38,11.02,1.05,12.86,22.01,0.59,0,0,PM10,No,No,11.8,3.55,7.32,427,84,221,4.15,Heavily Polluted,River,Ulhas,Yes,Yes,10268023,8935657,10268023,20,Baseline,Petrochemical,Manufacturing,120322,211,223,120826,4,22669,23622295,5.33,0.005115,47,No,4,56,19.2,Scenario-Base
"Bandra, Mumbai - MPCB",7/26/2018,2018,7,Jul,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,60,Satisfactory,Low,8.89,15.88,62.28,16.02,13.72,29.75,11.02,1.15,12.88,21.87,0.57,0,0,PM10,No,No,11.8,3.55,7.32,427,84,221,4.15,Heavily Polluted,River,Ulhas,Yes,Yes,10268023,8935657,10268023,20,Baseline,Petrochemical,Manufacturing,120322,211,223,120826,4,22669,23622295,5.33,0.005115,47,No,4,56,19.2,Scenario-Base
"Bandra, Mumbai - MPCB",7/27/2018,2018,7,Jul,Monsoon,Mumbai,Maharashtra,1,19.08,72.88,63,Satisfactory,Low,8.89,13.23,52.16,13.76,12.4,26.17,11.02,1.14,12.25,22.52,0.53,0,0,PM10,No,No,11.8,3.55,7.32,427,84,221,4.15,Heavily Polluted,River,Ulhas,Yes,Yes,10268023,8935657,10268023,20,Baseline,Petrochemical,Manufacturing,120322,211,223,120826,4,22669,23622295,5.33,0.005115,47,No,4,56,19.2,Scenario-Base
